id;nomClient;adresseClient;idEtat;id2;tempsInsc;somme1;somme2
283;American Deli Workers Union;1858 Balsam Way;46;16;20/07/2004 20:33;79056;.2297
284;Doerner's Awnings and Canopies;671 Blackstone Ave.;32;42;05/05/1978 15:42;21538;65656.9900
285;Maintence Services of Maine;2479 Woodridge Drive;21;20;02/04/2002 00:15;19288;63360.6787
286;Park District Of America;1245 Eastwood;33;17;28/11/2004 22:02;2805.;13459.5708
287;Brand Y Creative Services;1704 Ridgelee Rd;16;32;05/06/1971 21:00;44174;59610.5855
288;Chicagoland Cleaners;3478 Bryn Mawr St.;16;32;06/01/2001 09:20;13020;79954.1240
289;Quad City Cleaning;42 Valley Rd.;42;24;05/08/1982 21:28;5438.;79055.7728
290;Caranisco Homes;1915 Lewis Ln.  Apt 13;47;41;31/08/2006 01:53;21314;68673.8534
291;Pasifico Inc.;629 Kincaid Ave.;10;37;09/06/1986 12:20;77454;52060.3320
292;Lutz Soft Cloth Car Wash;242 Ashland Ave.;39;46;25/07/1975 07:00;21525;57008.4904
293;Johnson, Erico & Co CPA's;865 Old Tall Tree Lane;38;32;06/05/2005 02:20;1125.;54418.4574
294;Hardee Woodwork Ltd.;1619 Judson Ave. Apt #34B;26;21;20/03/1989 01:20;23632;18901.4400
295;Green Shoes Corp.;4522 N. Greenview Apt. 1B;3;33;28/10/2003 18:55;3977.;91748.6025
296;Cotton Thumb Ltd.;770 Exmoor Rd.;40;16;26/02/2002 16:00;12622;75251.3730
297;Highland Heights Gift Shop;628 Orwenstensia;33;16;04/05/2003 21:02;87614;150.3570
298;Air Mexico;465 Stratford Rd.;8;42;21/12/1992 17:47;50532;50990.0362
299;Smith Communications Inc.;4763 Blackhawk Rd.;33;47;24/12/1993 02:27;23688;47214.5156
300;Auto Interior Carpeting Compan;1234 Devonshire Court;2;10;15/12/1987 00:42;10374;55331.5985
301;Camp Oconomowoc;1101 Deerfield Place;6;39;15/03/1992 02:42;47760;56210.1614
302;Corbins, Rodriguez, & Savocchi;135 Lakewood place;24;38;17/12/1983 09:07;98000;11059.5045
303;Nina's Snow Plowing;669 Kikaid;40;26;21/10/2000 07:28;69796;74.5925
304;Air Guatamala;310 Walker Ave.;1;3;02/12/2003 15:22;48320;35530.1604
305;Glenn Oaks Office Supplies;1633 McGovern place;17;40;05/09/1992 14:33;400.8;37103.1104
306;Morton Roofing and Siding;1233 Arbor Rd.;30;33;25/04/1993 09:42;8975.;25212.3286
307;Michael Montgomery Hair Saloon;1444 Chantilly Ln.;43;8;25/03/2006 00:13;5816.;66678.9960
308;Lennox Air Pollution Control;750 Homewood Ave.;27;33;15/11/1983 16:00;88532;70332.6069
309;Mail Boxes Et. Al.;266 Green Bay Rd.;43;2;28/02/1999 11:07;79788;93273.9650
310;Caranisco Homes;1912 Old Briar Lane #2;29;6;21/02/1970 14:53;34425;19123.6995
311;Air Mexico;1486 Old Deerfield Rd.;41;24;14/10/2000 20:20;48730;38422.3736
312;Chands CPA;3478 Bryn Mawr St.;17;40;20/06/2006 15:15;96665;3040.7736
313;AA Advertising;245 Oakridge Ave.;7;1;04/09/2001 16:08;43120;78881.5070
314;Nirabi Auto Service;1245 Eastwood;5;17;23/08/1971 21:28;92390;19513.7663
315;Pac Builders;1065 Hillcrest Circle;36;30;12/09/2000 08:07;9000.;12980.4388
316;Terrinni & Son Auto and Truck;969 Saxony Drive;46;43;24/06/1999 05:53;44940;81700.4212
317;North Shore Appliance Service;43078 Kennedy Dr.;45;27;01/12/1996 08:02;54571;71320.1450
318;Parties Galore Golf Course;1701 W. Mellody Rd.;47;43;23/01/1996 12:27;79488;72990.0306
319;Air Mexico;2678 Sheridan Rd.;2;29;13/05/1977 00:22;55065;35624.8596
320;Sigman and Freud Psychiatry;120 high St.;39;41;06/06/2001 18:33;64800;99200.9952
321;BBQ Smith's Tex Mex;456 Groverland Ave.;1;17;06/06/1980 09:15;62161;48940.2647
322;Doerner's Awnings and Canopies;433 Burton Ave.;1;7;02/02/1987 10:27;62278;90460.6350
323;Derbin Contracting Services;1482 Concorde Circle;15;5;06/02/1985 17:47;22391;91988.8850
324;Keep Cool Air Conditioner Repa;965 Marion Place Apt. 65C;4;36;30/04/2001 07:40;46200;51580.1476
325;Pete's Auto Repair;1270 Linden Ave.;39;46;28/10/2003 03:20;83120;22898.6400
326;Marks, Marks, and Kaplan Ltd.;511 Maple Ave.  Apt. 1B;31;45;01/02/2000 10:13;86124;82958.0934
327;Corbins, Rodriguez, & Savocchi;241 Callan Rd.;30;47;20/12/1980 02:28;64190;83088.3992
328;Pasifico Inc.;632 Roger Williams;40;2;08/10/2003 12:07;48186;44776.6026
329;Palmer Golf Supplies;120 high St.;12;39;19/08/2006 18:35;59443;81782.5617
330;Kapp Camera and Video;10 Marquette Rd.;21;1;21/10/1996 13:13;60881;86251.1675
331;Caranisco Homes;969 Saxony Drive;7;1;01/03/2000 06:13;77821;79500.3314
332;DBN Bank;1220 Heather Lane;38;15;01/06/1978 06:35;56241;15805.2328
333;Cutter Lawn Mower Repair;662 Lyons Circle;5;4;31/07/1983 01:40;90443;32969.5968
334;Lennox Air Pollution Control;929 Brittany Ave.;10;39;05/05/2004 00:07;71256;37352.8326
335;Crosstracks Car Wash;45 South Deer Creek Drive;50;31;16/11/1986 12:15;10946;26358.4258
336;Schnitzer Denist College;3150 Skokie Valley Rd.;24;30;19/02/1985 11:20;95684;10285.2779
337;Crossroads Construction, Inc.;600 Central Ave.;2;40;04/09/1982 05:00;42692;12448.7423
338;Got It All Electronics Supply;3148 cottonwood Ct.;40;12;22/06/2000 20:22;69342;82128.6688
339;Lennox Air Pollution Control;872 Virginia Rd.;24;21;24/09/1989 01:27;92828;87398.9060
340;Lennox Air Pollution Control;1839 McCraren Rd.;45;7;22/11/2002 21:20;54565;34027.4262
341;Cutter Lawn Mower Repair;1714 Clifton Rd.;32;38;30/06/2004 17:13;17212;49581.6830
342;Libra & Sons;245 Oakridge Ave.;7;5;13/06/2005 18:07;45629;28384.3500
343;Mail Boxes Et. Al.;3344 Beachwood Ln.;33;10;17/02/1986 04:53;48602;90915.7482
344;North Shore Appliance Service;1444 Chantilly Ln.;21;50;10/06/2001 12:33;37900;63014.2617
345;Lee Stairworks and Carpentry,;511 Maple Ave.  Apt. 1B;35;24;12/11/2005 03:48;41187;44568.2230
346;Froggy's Gourmet Catering;2024 St.Johns Ave.;32;2;30/03/1994 11:35;43082;27612.0360
347;Nitelites Party Rental;425 Lake Ave.;1;40;14/07/1992 08:47;99842;92141.0592
348;Dapper's Antiques;175 beech St.;19;24;20/02/1998 18:40;85176;33630.0725
349;Nina's Snow Plowing;12 Fort Sheriden Ave.;49;45;04/05/2001 11:40;6656.;19650.4160
350;Truck-X Muffler Repair;3487 Green Bay Rd.;9;32;28/07/2002 15:42;94517;52310.0138
351;Kosmo Consulting;77 Blackhawk Rd;26;7;18/01/2002 07:33;14244;34610.2400
352;Johnson, Erico & Co CPA's;3385 University Ave.;35;33;23/01/1977 09:33;15888;39667.1580
353;George Lee Antiques;1679 McCraren;20;21;31/12/1993 17:47;10225;79584.1600
354;Kosmo Consulting;38976 Forest View Rd.;15;35;23/01/1971 06:27;93708;29020.1482
355;Ernie's Foriegn Car Service;12 Fort Sheriden Ave.;2;32;05/06/1994 15:42;95125;90746.8580
356;Keep Cool Air Conditioner Repa;1633 McGovern place;35;1;17/04/1978 02:15;81038;79856.4415
357;Ampro Office Team Ltd.;3059 Priscilla Court;9;19;17/01/2001 06:27;16817;1340.7396
358;Myles Building Consultants;1831 Beverly Place #9D;25;49;10/08/2005 22:35;56465;36027.8837
359;Peterson Roberts Carpentry;2510 Crain;10;9;18/09/1983 11:02;14624;52133.9659
360;Highland Heights Gift Shop;1660 Park Ave.;10;26;22/07/1975 12:20;68744;61704.0708
361;John G. Hartling Ltd.;1126 Hillcrest Ave;19;35;20/01/1975 14:27;28115;31540.1424
362;Doll House Rock;1920 Sunnyside Ave.;33;20;11/08/1987 18:07;5564.;59699.9200
363;Smith Communications Inc.;1875 Roger Williams Ave.;28;15;28/09/1983 21:02;30524;11165.2900
364;Corbins, Rodriguez, & Savocchi;1915 Lewis Ln.  Apt 13;25;2;13/05/2005 07:55;66552;84312.3085
365;Griffith Paving and Sealcoatin;224  Highwood Ave.;27;35;16/04/1972 08:13;23250;75360.8760
366;Moveit Motercycle Service;750 Homewood Ave.;47;9;29/03/2005 12:40;72756;88074.2086
367;Lutz Soft Cloth Car Wash;4259 W. Lake Ave.;17;25;24/05/1989 09:00;91248;77772.8690
368;North Shore Appliance Service;225 Jeffrys Place;39;10;21/01/1987 11:35;78572;21859.4081
369;Vecot Inc.;1444 Chantilly Ln.;27;10;19/11/2007 10:15;98040;78225.7723
370;Pete's Auto Repair;245 Oakridge Ave.;37;19;30/12/1998 06:40;88045;8056.3664
371;Lake Shore Publishing;1799 Rosemary Way;26;33;20/09/2005 10:48;98648;42400.9369
372;Dean Grant Buick and Crysler;511 Maple Ave.  Apt. 1B;3;28;19/03/1975 11:20;34789;1480.2612
373;K L Consulting;2112 Ravine Drive;27;25;08/03/2004 17:35;45012;59479.4045
374;Palmer Golf Supplies;1126 Hillcrest Ave;50;27;26/03/1978 22:40;72952;32896.7160
375;Terrinni & Son Auto and Truck;1575 Oakwood Ave.;46;47;02/06/1982 22:07;15688;45028.4481
376;Venturi Discount Drugs;669 Kikaid;46;17;02/09/2001 15:15;32640;12393.2080
377;Lee Stairworks and Carpentry,;812 North Ave.;18;39;28/02/1999 11:07;20.08;62920.2032
378;Cutter Lawn Mower Repair;433 Burton Ave.;47;27;24/11/1983 13:08;34972;59882.8811
379;Cradle the Call;1547 Vine;22;37;21/08/1996 05:00;95112;34626.0630
380;Lee Stairworks and Carpentry,;4259 W. Lake Ave.;33;26;24/06/2001 03:13;23631;49782.4760
381;Loyal Order of Buffalo;1777 balsamic Ave.;36;3;07/06/1974 02:20;99977;33656.5462
382;Funnyface Amusement Games;2032 Northbrook Ct.;5;27;31/08/2000 06:33;49570;50416.4069
383;Nina's Snow Plowing;1795 Lake Cook Rd.;49;50;23/05/1980 04:20;49803;63651.0000
384;Nina's Snow Plowing;1770 first St.;27;46;14/10/2005 10:33;70670;20024.6763
385;Griffith Paving and Sealcoatin;1882 St. Johns;21;46;05/10/1992 16:47;99912;77000.2160
386;Froggy's Gourmet Catering;1915 Lewis Ln.  Apt 13;36;18;10/03/2000 17:35;81720;27600.1014
387;Dependable Plumbing and Sewer;59 Cordon Terr.;44;47;10/03/1993 21:47;62804;88563.4172
388;Foy Aviation;673 Calais Drive;41;22;31/03/1994 15:22;52262;18112.8657
389;Schnitzer Denist College;22 Clay rd.;20;33;30/09/2007 16:48;11808;36664.6542
390;Pasifico Inc.;10 Marquette Rd.;5;36;19/10/2006 09:13;30220;69800.9900
391;Masterlands Cleaning;632 Roger Williams;46;5;27/04/1999 09:00;19232;94992.8014
392;Hibbard Road Suppliers;2267 Anderson Lane;39;49;12/02/1985 23:47;2135.;29920.1424
393;AA Advertising;899 Harvard Ct;38;27;14/03/2005 02:28;22565;94625.3316
394;Kapp Camera and Video;45 South Deer Creek Drive;44;21;29/06/2001 05:27;27283;44068.4265
395;Morgan Construction Co;788 Tennyson Ave.;40;36;02/07/2004 21:27;58410;60486.6120
396;Myers Chocolates and Confectio;1777 balsamic Ave.;26;44;15/09/1978 18:08;30625;92640.0388
397;MedicServe Medical Supply;3100 Trailer Way;29;41;20/02/2003 03:20;83598;30977.3232
398;BBQ Smith's Tex Mex;1975 elmwood Circle;13;20;20/09/1978 01:40;7870.;32641.8630
399;Highland Woods City Hall;3478 Bryn Mawr St.;18;5;26/11/1994 14:27;57109;87965.0500
400;P K M Packaging Supply;218 Oakridge Ave.;43;46;23/07/2001 12:47;7412.;94584.5382
401;Morgan Construction Co;629 Kincaid Ave.;7;39;16/03/1983 10:53;69098;10485.2198
402;PGS Associates;35 Glenlake Dr.;28;38;09/07/1977 21:15;62106;4994.6634
403;Nitelites Party Rental;313 Grove Ave.;44;44;12/03/2003 23:20;68941;32901.7994
404;Caranisco Homes;643 De Temple Rd.;10;40;19/07/2006 01:02;58800;37998.2512
405;Pete's Auto Repair;241 Callan Rd.;39;26;15/06/1972 13:40;78920;94505.9905
406;Meonits & Mogogni Inc.;574 Chicago Ave.;48;29;22/03/2005 16:42;95571;95619.7415
407;Highland Lanes;600 Central Ave.;31;13;02/02/2004 08:53;18564;99524.4390
408;Peterson Roberts Carpentry;1875 Roger Williams Ave.;36;18;01/06/2000 05:40;54360;43555.0623
409;Masterlands Cleaning;1954 First St.;25;43;07/12/1987 18:27;10848;62604.7807
410;Derbin Contracting Services;218 Oakridge Ave.;34;7;06/08/1985 08:07;45514;23645.8436
411;North Park Lighting Galleries;120 high St.;13;28;27/07/2001 14:22;67760;19449.5900
412;Transformation Enterprises;2505 Allison ct.;10;44;04/03/1998 08:27;56458;73040.7104
413;Libra & Sons;77 Blackhawk Rd;10;10;22/12/1987 08:27;54142;22488.7037
414;Darcy Frame and Matting Servic;505 N. Frances St.;16;39;08/03/1998 23:33;53900;77774.9820
415;Palmer Golf Supplies;241 Callan Rd.;26;48;02/02/1997 16:13;7456.;33428.3600
416;Schnitzer Denist College;2632 Prarie Ln.;31;31;08/06/2000 23:02;62551;95184.1220
417;Cotton Thumb Ltd.;618 Sheriden rd.;27;36;14/02/2000 00:27;24762;56396.7328
418;Highland Lanes;669 Kikaid;44;25;28/03/1980 02:53;81720;28145.2384
419;Deer Lake Inn;511 Hill;38;34;05/08/1989 14:35;82752;28310.0268
420;Flinn Mosquito and Pest Contro;2922 Twin Oaks Drive;27;13;24/09/2002 23:28;90558;72048.2740
421;Air Mexico;313 Grove Ave.;12;10;17/08/1982 03:40;91180;64514.5822
422;AAA Daniels Antiques;1839 McCraren Rd.;19;10;08/05/1972 20:07;54080;19090.2096
423;Chands CPA;2678 Sheridan Rd.;42;16;24/08/2006 10:48;68495;75726.0391
424;BBQ Smith's Tex Mex;225 Jeffrys Place;3;26;15/10/2001 04:22;49620;226.2824
425;Lee Stairworks and Carpentry,;425 Lake Ave.;6;31;31/08/2001 21:13;62416;33444.8855
426;Acturial Enterprises Ltd.;1949 Cloverdale Rd.;36;27;23/05/2003 09:28;64950;66828.4609
427;Toggle & Myerson Ltd;550 Sheridan;50;44;27/10/2000 09:13;91702;30376.2250
428;Crossroads Construction, Inc.;581 Hill St. Apt. 234;47;38;05/10/1982 11:00;56600;92136.4651
429;Futoons Cartoons Emporium;669 Kikaid;17;27;29/10/1982 09:15;38085;45416.9484
430;Flinn Mosquito and Pest Contro;785 Highland place;31;12;13/02/1978 14:15;74248;10360.5630
431;PGS Associates;1907 S. Prospect Ave.;48;19;30/11/1978 07:47;75376;27300.5526
432;Acturial Enterprises Ltd.;937 Judson Ave.;32;42;23/03/1970 17:07;720.4;51540.4552
433;Hilco Auto Body;512 Hill;3;3;14/04/2004 00:47;91456;23472.8228
434;North West Gas Co.;3385 University Ave.;9;6;02/02/1971 07:22;52830;52880.0390
435;Derbin Contracting Services;726 White Oaks Ave.;25;36;08/04/1980 07:35;82364;25110.4134
436;Camp Stuff;355 Golf Rd.;7;50;17/04/2006 23:28;70375;23035.3470
437;Doll House Rock;1715 Chicago Ave.;10;47;12/07/2000 05:00;74504;91246.3878
438;Tub's Furniture Store;2267 Anderson Lane;32;17;22/09/2003 04:07;26462;86360.4456
439;Lake Shore Publishing;654 Walnut Rd.;27;31;09/03/2000 16:15;43976;42980.6680
440;BBQ Smith's Tex Mex;3181 Barkwood Ct.;15;48;01/02/2002 04:53;11188;56488.5712
441;Brand Y Creative Services;1185 County line Rd.;34;32;05/09/2001 12:20;93920;26650.0800
442;Gordon & Son Brockerage Ltd.;2600 Winsor Mall;28;3;22/06/2000 12:47;32178;80014.3218
443;North Shore Appliance Service;2220 Grant Blvd.;50;9;03/12/2002 09:08;22289;11175.8575
444;Air France;1575 Oakwood Ave.;32;25;22/03/1980 08:00;88019;73228.3313
445;Nina's Snow Plowing;1575 Oakwood Ave.;38;7;08/07/1975 05:55;55184;42306.6055
446;Arthur M. Feildberg Galleries;1155 Ridgewood Drive;2;10;18/11/2000 01:08;21354;67600.5448
447;Hardee Woodwork Ltd.;3148 cottonwood Ct.;22;32;02/02/2004 20:00;97323;25614.3348
448;Doll House Rock;969 Saxony Drive;11;27;22/10/2005 20:35;99211;69448.7576
449;Hoffman Printing Center;600 Central Ave.;37;15;01/03/2006 11:35;86712;16080.4336
450;Pivot Point College;1704 Ridgelee Rd;28;34;24/03/1992 18:00;63412;28946.4468
451;Truck-X Muffler Repair;1444 Chantilly Ln.;15;28;17/04/1978 22:27;98416;29330.7480
452;Innman Paint and Glass;1019 Deerfield Rd.;3;50;12/04/1983 01:47;78206;46906.4455
453;Maintence Services of Maine;22 Clay rd.;44;32;22/11/2005 06:53;64444;8408.4933
454;Nyman Interior Design;2112 Ravine Drive;8;38;19/02/2004 17:33;16436;88085.1820
455;Jay's Cabinet Company;1799 Rosemary Way;21;2;10/11/2000 18:53;81816;79872.6344
456;Air Mexico;2678 Sheridan Rd.;48;22;05/08/1985 15:27;80050;10108.2547
457;Ampro Office Team Ltd.;12 Craven Way;23;11;21/01/2007 17:20;83310;17137.4120
458;Truck-X Muffler Repair;433 Burton Ave.;24;37;07/12/2000 07:33;74244;10320.2920
459;MedicServe Medical Supply;1752 Clinton Ave.;28;28;05/07/2003 02:08;29340;58600.4328
460;Transformation Enterprises;224  Highwood Ave.;25;15;31/08/1974 17:53;81896;12758.7217
461;Pete's Auto Repair;1220 Heather Lane;3;3;20/01/1978 16:00;23112;5129.9074
462;Crosstracks Car Wash;2678 Sheridan Rd.;27;44;01/12/1996 17:07;25976;49716.4354
463;Lake Shore Publishing;886 Yale Lane;45;8;10/09/1982 11:00;26750;46196.4180
464;Schmidt Denists;4522 N. Greenview Apt. 1B;35;21;17/04/2006 15:53;39705;84800.7804
465;Lennox Air Pollution Control;244 Briar Ln;46;48;11/03/1983 03:07;44014;69155.4775
466;Salt & Pepper Catering Service;4467 Sheridan Rd.;50;23;12/11/1980 18:00;57664;54652.5358
467;Froggy's Gourmet Catering;512 Hill;40;24;30/07/1983 09:00;10793;47610.9516
468;Chicagoland Cleaners;1234 Devonshire Court;30;28;11/08/2004 00:08;63020;84350.6800
469;Brand Y Creative Services;854 Woodbine;28;25;14/03/1992 19:07;21592;65849.0088
470;Bill's Dive Shop;628 Orwenstensia;28;3;03/08/1974 12:07;46644;51376.2240
471;Doerner's Awnings and Canopies;1839 McCraren Rd.;36;27;28/04/1982 17:40;94503;84156.9658
472;Bernhardt Ltd.;1660 Park Ave.;40;45;21/03/1972 04:27;35814;78935.2208
473;Masterlands Cleaning;2220 Grant Blvd.;48;35;03/07/1989 10:07;7004.;46.0619
474;Doerner's Awnings and Canopies;175 beech St.;39;46;19/02/1993 22:13;89420;70844.1628
475;Lickmen Restoration;3148 cottonwood Ct.;45;50;04/02/1994 22:13;20816;15218.0887
476;Futoons Cartoons Emporium;1019 Deerfield Rd.;41;40;07/01/1972 02:40;72152;96375.4040
477;Glenwood Credit Union;210 Cresant Rd.;17;30;12/09/2004 15:40;37866;22040.9568
478;Cosmo Skin Care Center;628 Orwenstensia;42;28;14/12/2000 08:27;77888;65475.5252
479;Dapper's Antiques;1077 Court Ave.;36;28;16/03/1992 06:28;40480;34056.2692
480;Portugal, Liddy, & Son Ltd.;135 Lakewood place;4;36;13/08/2000 22:22;48643;26920.5180
481;Doll House Rock;10 Marquette Rd.;38;40;21/07/2001 19:28;85512;31339.3559
482;Innman Paint and Glass;224  Highwood Ave.;35;48;14/05/2000 21:00;74643;20742.3448
483;Garfield Appliance Service;1450 Harding Ave.;8;39;14/09/1992 20:47;51512;13896.7648
484;Brand Y Creative Services;632 Roger Williams;47;45;31/08/1999 12:47;93098;78078.0600
485;Metro Appliance Service;1658 Second St.;5;41;25/04/1977 15:42;71610;62830.5680
486;AAA Daniels Antiques;886 Yale Lane;2;17;17/01/1999 19:07;26614;33549.7264
487;Nel Video Productions;245 Oakridge Ave.;32;42;15/06/2005 14:33;16000;65788.0019
488;Darcy Frame and Matting Servic;1535 Knollwood Drive;17;36;21/09/1971 19:55;54016;6915.6642
489;Highland Lanes;970 Vilas Circle;2;4;25/11/2006 15:08;94581;72270.8375
490;janice Mann Accounting Service;12 Skokie Valley Rd.;34;38;07/07/1993 00:07;50296;29615.5622
491;Highland Woods City Hall;12 Walker Ave.;34;35;28/09/1978 11:42;80830;89464.2150
492;John G. Hartling Ltd.;2505 Allison ct.;50;8;18/08/1992 09:42;77885;44688.9931
493;Cotton Thumb Ltd.;1337 Cavell Ave.;8;47;20/02/2003 03:20;80546;81795.9750
494;Salt & Pepper Catering Service;2024 St.Johns Ave.;4;5;05/09/2005 07:00;11705;45728.1000
495;Office Pro Supply Co.;1658 Second St.;24;2;16/06/2000 22:33;12293;34373.1203
496;Johnson, Erico & Co CPA's;45 South Deer Creek Drive;48;32;01/12/1987 12:27;97628;32837.4860
497;Got It All Electronics Supply;1658 Second St.;28;17;30/04/1992 10:48;13382;70800.2091
498;Mail Boxes Et. Al.;807 Old Trail Rd.;36;2;31/05/2001 21:15;11636;91944.3236
499;Shaggy's Grooming Services;600 Central Ave.;11;34;14/09/1996 01:13;7226.;6396.7019
500;Lake Shore Beaches;746 Judson Place;19;34;19/07/1970 10:22;20384;28642.5992
501;Maintence Services of Maine;1450 Harding Ave.;8;50;12/01/1983 13:48;51033;26522.5992
502;Tub's Furniture Store;854 Woodbine;40;8;14/04/1980 22:40;21753;6880.4023
503;Transformation Enterprises;1235 Easton Rd.;34;4;22/10/2005 08:48;8818.;82454.9220
504;Innman Paint and Glass;852 Sumac Rd.;10;24;23/08/1980 07:27;10646;98735.3820
505;Truck-X Muffler Repair;2505 Allison ct.;48;48;18/01/1978 19:33;61125;4602.9296
506;Yale Remins Temp Agency;614 green bay Rd.;42;28;01/09/1982 21:27;2389.;89254.1882
507;Perimeter Security Consultants;750 Homewood Ave.;3;36;26/01/2003 10:55;87960;31224.0179
508;North Shore Appliance Service;2045 St. johns Ave.;19;11;12/09/1992 20:48;75963;17361.2264
509;Air Mexico;12 Skokie Valley Rd.;18;19;31/01/2006 05:33;32962;78780.2152
510;Ampro Office Team Ltd.;616 Cobblestone Cir.;34;8;19/06/1992 05:15;75024;39462.5227
511;Morton Roofing and Siding;218 Oakridge Ave.;32;40;25/07/1985 01:40;17498;92518.1076
512;Flinn Mosquito and Pest Contro;1882 St. Johns;9;34;19/11/2006 13:07;53056;74859.0649
513;Jay's Cabinet Company;2600 Winsor Mall;19;10;21/03/1977 13:47;98022;35931.5460
514;Morgan Construction Co;899 Harvard Ct;5;48;22/12/2005 20:13;49436;15628.5328
515;Parties Galore Golf Course;334 Lynn Terrace;5;42;24/08/1993 14:47;13305;12978.6792
516;Smith & Wesson Militia;1795 Lake Cook Rd.;2;3;18/05/1982 21:00;70040;34841.6925
517;Lickmen Restoration;3059 Priscilla Court;37;19;10/02/2000 21:35;16760;55670.0152
518;Facelift Kitchen and Bath;241 Callan Rd.;41;18;14/05/1970 20:07;77600;74356.9875
519;Lambert & Locke Legal Services;1337 Cavell Ave.;21;34;19/02/1978 01:33;5088.;82329.1991
520;Marcy Elaine Bakery;852 Sumac Rd.;39;32;20/05/2001 00:48;99200;67202.7520
521;North Shore Appliance Service;430 Oakland Drive;39;9;22/11/2005 06:53;59344;10916.3332
522;Energy Source Diet Centers;465 Stratford Rd.;29;19;26/06/1996 04:33;54718;47348.6651
523;Crossroads Construction, Inc.;1715 Chicago Ave.;19;5;16/09/1978 03:13;31777;79564.9508
524;Smith Communications Inc.;1859 Green Bay Rd.;14;5;25/06/1987 23:53;67538;6150.8864
525;Hi-Land Art & Frame;201-C Frontage Rd.;26;2;29/06/1997 17:00;50335;20096.1411
526;Keep Cool Air Conditioner Repa;456 Groverland Ave.;49;37;13/08/2006 12:08;75620;54328.3115
527;Dependable Plumbing and Sewer;574 Chicago Ave.;43;41;07/03/1990 16:28;31559;44200.2168
528;Tub's Furniture Store;1679 McCraren;3;21;15/12/1985 02:00;67144;11381.3368
529;Libra & Sons;629 Kincaid Ave.;39;39;06/09/1990 23:27;51038;77993.9620
530;Cotton Thumb Ltd.;726 White Oaks Ave.;14;39;25/08/1990 05:53;62546;56668.6578
531;Palmer Golf Supplies;425 Lake Ave.;49;29;28/04/1987 17:55;82023;35598.7624
532;Gourmet the Frog;614 green bay Rd.;31;19;08/12/1980 21:47;30860;64434.4976
533;Flinn Mosquito and Pest Contro;2267 Anderson Lane;35;14;25/06/1970 12:07;79914;67386.0334
534;Gilbert Co.;1715 Chicago Ave.;2;26;12/09/1989 11:40;11436;38081.4144
535;Flinn Mosquito and Pest Contro;854 Woodbine;29;49;19/08/2005 10:07;84937;43039.5312
